gen#;sumfit;avgfit;minfit;maxfit
1;16422.4;164.224;126.401;184.394
2;22659.1;226.591;70.8653;444.256
3;24950.3;249.503;40.0691;1059.88
4;26742.9;267.429;29.2547;1208.25
5;27326.6;273.266;26.4855;1329.5
6;26341.2;263.412;26.4855;1905.64
7;21185.5;211.855;14.6717;812.527
8;24644.8;246.448;14.6717;1089.18
9;28027.8;280.278;14.6717;2025.13
10;25149.5;251.495;14.6717;1073.07
11;22675.3;226.753;14.6717;1068.74
12;20132.7;201.327;14.6717;935.798
13;20142.6;201.426;12.4892;2048.66
14;17447.3;174.473;12.4892;779.281
15;20014.6;200.146;12.4892;893.24
16;23119.9;231.199;8.72524;1069.15
17;22327.3;223.273;8.72524;969.652
18;19713.4;197.134;8.72524;793.984
19;23061.5;230.615;8.72524;1100.24
20;25559.3;255.593;8.72524;1396.51
21;27098.4;270.984;8.72524;1140.59
22;24789.1;247.891;8.72524;1005.76
23;21370.7;213.707;8.72524;953.509
24;18725.8;187.258;8.72524;1184.94
25;15441.5;154.415;8.72524;911.662
26;14787.3;147.873;8.72524;794.334
27;11665.9;116.659;5.32926;502.324
28;10077.5;100.775;5.32926;580.106
29;8649.86;86.4986;5.32926;381.507
30;10141.1;101.411;5.32926;473.164
31;10195.1;101.951;5.09023;605.09
32;10671.2;106.712;4.82735;663.125
33;10164.8;101.648;4.82735;484.194
34;10073.2;100.732;4.54933;545.204
35;8950.3;89.503;4.54933;399.21
36;10518.1;105.181;4.27419;396.363
37;10550;105.5;4.27419;539.467
38;10688.1;106.881;4.27419;440.331
39;10774.5;107.745;4.27419;600.403
40;10573.2;105.732;4.27419;600.403
41;9626.38;96.2638;4.27419;471.492
42;8818.54;88.1854;4.27419;333.968
43;8582.29;85.8229;4.27419;407.38
44;7804.86;78.0486;4.27419;379.595
45;7581.91;75.8191;4.27419;380.14
46;6898.69;68.9869;4.27419;318.126
47;7602.78;76.0278;4.27419;360.599
48;7226.22;72.2622;4.27419;318.126
49;6833.46;68.3346;3.2178;497.473
50;7495.5;74.955;3.2178;845.309
51;5272.93;52.7293;3.2178;320.297
52;4578.38;45.7838;3.2178;204.744
53;4121.72;41.2172;3.15666;204.744
54;3827.88;38.2788;2.41154;267.198
55;3550.98;35.5098;2.41154;267.198
56;3178.08;31.7808;2.32766;118.006
57;2993.92;29.9392;1.51057;165.763
58;2800.85;28.0085;1.51057;176.929
59;2733.96;27.3396;1.51057;131.556
60;2582.25;25.8225;1.51057;118.132
61;2288.34;22.8834;1.51057;88.9132
62;1939.49;19.3949;1.51057;117.61
63;2061.36;20.6136;1.51057;112.484
64;1961.82;19.6182;1.51057;81.2859
65;1820.81;18.2081;1.51057;79.3334
66;1795.36;17.9536;1.51057;109.754
67;1435.62;14.3562;1.51057;58.6567
68;1531.32;15.3132;1.51057;58.9635
69;1768.55;17.6855;1.51057;64.198
70;1867.37;18.6737;1.51057;125.18
71;1369.29;13.6929;1.51057;51.7054
72;1176.46;11.7646;1.50543;66.021
73;1112.07;11.1207;1.50543;66.021
74;1182.21;11.8221;1.31566;77.8095
75;1216.05;12.1605;1.31566;77.8095
76;1166.3;11.663;1.31566;72.7738
77;977.954;9.77954;1.31566;40.885
78;1007.93;10.0793;1.31566;52.8579
79;1054.88;10.5488;1.31566;42.1848
