gen#;sumfit;avgfit;minfit;maxfit
1;4339.01;43.3901;28.4747;55.8393
2;5553.97;55.5397;15.6017;127.343
3;5854.08;58.5408;7.5332;274.57
4;7355.68;73.5568;7.5332;316.593
5;6459.44;64.5944;7.5332;316.593
6;6057.37;60.5737;7.5332;326.067
7;5751.14;57.5114;6.73077;240.609
8;5890.77;58.9077;6.73077;303.529
9;5786.83;57.8683;5.82593;385.574
10;5788.25;57.8825;5.82593;264.866
11;5852.13;58.5213;5.82593;252.385
12;5686.85;56.8685;5.82593;252.385
13;5657.52;56.5752;4.64307;465.265
14;5137.48;51.3748;4.64307;198.595
15;5684.38;56.8438;3.84752;445.261
16;5163.16;51.6316;3.84752;176.737
17;5486.33;54.8633;3.84752;184.905
18;5824.05;58.2405;3.04664;275.52
19;5556.13;55.5613;3.04664;254.014
20;4886.89;48.8689;3.04664;254.014
21;4506.29;45.0629;1.97245;188.811
22;3827.84;38.2784;1.80978;150.027
23;3554.78;35.5478;1.80978;140.947
24;3293.79;32.9379;1.80978;244.5
25;3387.1;33.871;1.80978;146.167
26;3401.06;34.0106;1.80978;216.241
27;3114.44;31.1444;1.80978;134.974
28;2589.7;25.897;1.76037;107.375
29;2400.78;24.0078;1.76037;86.5735
30;2694.35;26.9435;1.76037;151.98
31;2647.59;26.4759;1.76037;101.936
32;2549.77;25.4977;1.76037;121.683
33;2401.12;24.0112;1.76037;111.901
34;2247.36;22.4736;1.76037;95.9018
35;2227.7;22.277;1.76037;124.02
36;2255.53;22.5553;1.76037;74.649
37;2056.04;20.5604;1.76037;89.018
38;2069.01;20.6901;1.71961;99.0254
39;1950.29;19.5029;1.71961;111.47
40;1723.58;17.2358;1.57219;116.979
41;1803.73;18.0373;1.57219;80.6761
42;1604.77;16.0477;1.57219;47.5657
43;1656.64;16.5664;1.57219;64.7599
44;1650.79;16.5079;1.57219;110.816
45;1626.39;16.2639;1.57219;80.97
46;1768.11;17.6811;1.57219;82.1269
47;1709.39;17.0939;1.57219;71.7608
48;1810.51;18.1051;1.57219;96.6427
49;1686.75;16.8675;1.57219;90.4253
50;1638.63;16.3863;1.57219;67.3993
51;1715.69;17.1569;1.44193;157.051
52;1482.61;14.8261;1.44193;49.6858
53;1352.79;13.5279;1.44193;70.0048
54;1243.35;12.4335;1.44193;46.3905
55;1046.68;10.4668;1.44193;40.3352
56;1225.6;12.256;1.44193;39.2843
57;1197.48;11.9748;1.39681;97.3083
58;1417.23;14.1723;1.16468;98.9514
59;1437.79;14.3779;1.16468;83.1143
60;1479.88;14.7988;1.16468;69.0406
61;1447.2;14.472;1.16468;87.2201
62;1190.45;11.9045;1.16468;51.9086
63;980.341;9.80341;1.16468;42.1366
64;1046.13;10.4613;1.16468;53.165
65;1028.29;10.2829;1.16468;53.165
66;957.349;9.57349;1.16468;53.165
67;819.533;8.19533;1.16468;36.5376
68;779.716;7.79716;1.16468;34.4098
69;856.851;8.56851;1.16468;25.5181
70;817.592;8.17592;1.16468;50.2503
71;771.716;7.71716;1.16468;23.1841
72;747.585;7.47585;1.15494;26.811
73;777.218;7.77218;1.15494;38.6654
74;631.464;6.31464;1.15494;21.3789
75;714.701;7.14701;1.15494;29.9479
76;732.485;7.32485;1.15494;34.8377
77;779.921;7.79921;1.07872;33.7614
78;696.81;6.9681;1.07872;37.0512
79;552.099;5.52099;1.07872;20.5263
80;569.288;5.69288;1.07872;28.081
81;448.102;4.48102;1.07872;16.1001
82;417.695;4.17695;1.07872;12.8858
83;391.037;3.91037;1.07872;16.5105
84;346.225;3.46225;1.07872;14.3984
85;302.681;3.02681;1.07872;12.7501
86;274.458;2.74458;1.07872;8.08734
87;279.476;2.79476;1.03666;12.8743
88;257.528;2.57528;1.02229;11.6116
89;245.282;2.45282;1.02229;10.8501
90;225.154;2.25154;1.02229;7.34033
91;233.659;2.33659;1.02229;12.1673
92;219.114;2.19114;1.02229;5.85927
93;211.648;2.11648;1.02229;7.35201
94;208.478;2.08478;1.02229;8.0983
95;206.144;2.06144;1.02229;5.21919
96;209.346;2.09346;1.02229;7.59327
97;215.472;2.15472;1.02229;7.15334
98;210.154;2.10154;1.02229;6.26077
99;205.002;2.05002;1.02229;5.6997
100;190.598;1.90598;1.02229;6.79986
101;182.379;1.82379;1.02229;6.74335
102;165.546;1.65546;1.02229;4.60144
103;155.151;1.55151;1.02229;4.43205
104;147.82;1.4782;1.02229;2.87906
105;152.588;1.52588;0.874045;4.78602
106;145.722;1.45722;0.874045;3.36024
107;136.983;1.36983;0.874045;2.77213
108;136.003;1.36003;0.874045;2.55958
109;131.497;1.31497;0.874045;2.60985
110;131.167;1.31167;0.874045;2.80053
111;128.925;1.28925;0.874045;2.08444
112;132.434;1.32434;0.874045;2.85346
113;130.639;1.30639;0.874045;3.10267
114;136.081;1.36081;0.874045;2.85404
115;130.089;1.30089;0.874045;2.77166
116;135.344;1.35344;0.840634;3.38359
117;135.142;1.35142;0.840634;2.77796
118;133.032;1.33032;0.840634;2.86296
119;133.673;1.33673;0.824177;3.15513
120;136.579;1.36579;0.824177;2.94438
121;136.278;1.36278;0.574731;5.16725
122;129.297;1.29297;0.574731;2.25374
123;126.803;1.26803;0.574731;2.65549
124;124.955;1.24955;0.574731;1.88627
125;127.366;1.27366;0.574731;2.54751
126;124.299;1.24299;0.574731;2.24288
127;126.233;1.26233;0.574731;2.15351
128;131.014;1.31014;0.574731;2.62219
129;127.062;1.27062;0.574731;2.13731
130;126.196;1.26196;0.574731;2.9147
131;128.024;1.28024;0.574731;2.85565
132;127.338;1.27338;0.574731;2.17034
133;126.719;1.26719;0.574731;2.1781
134;123.609;1.23609;0.574731;2.1781
135;121.323;1.21323;0.574731;2.02045
136;121.504;1.21504;0.574731;1.8079
137;124.156;1.24156;0.574731;1.99842
138;123.407;1.23407;0.574731;2.00215
139;123.136;1.23136;0.455748;2.84602
140;119.553;1.19553;0.455748;2.05837
141;114.707;1.14707;0.455748;2.00215
142;112.461;1.12461;0.39782;2.00215
143;112.309;1.12309;0.39782;1.5921
144;111.898;1.11898;0.39782;1.58756
145;113.438;1.13438;0.39782;1.71442
146;111.713;1.11713;0.39782;1.55706
147;111.203;1.11203;0.39782;1.83829
148;110.231;1.10231;0.117788;1.92351
149;109.915;1.09915;0.117788;1.60314
150;106.142;1.06142;0.117788;1.63069
151;105.726;1.05726;0.117788;1.4282
152;106.226;1.06226;0.117788;1.43854
153;106.973;1.06973;0.117788;1.4282
154;106.915;1.06915;0.117788;1.47287
155;105.958;1.05958;0.117788;1.44575
156;105.076;1.05076;0.117788;1.3767
157;103.993;1.03993;0.117788;1.27569
158;103.396;1.03396;0.117788;1.36288
159;103.383;1.03383;0.117788;1.46442
160;101.772;1.01772;0.117788;1.42998
161;103.403;1.03403;0.117788;1.42998
162;103.471;1.03471;0.117788;1.29182
163;101.215;1.01215;0.117788;1.29916
164;100.978;1.00978;0.117788;1.38943
165;98.1732;0.981732;0.117788;1.35165
166;101.175;1.01175;0.117788;1.28082
167;98.4338;0.984338;0.117788;1.31231
168;96.131;0.96131;0.117788;1.25868
169;99.1643;0.991643;0.117788;1.20086
170;98.2469;0.982469;0.117788;1.17234
171;95.7824;0.957824;0.117788;1.16237
172;91.1871;0.911871;0.0524344;1.16047
173;92.2188;0.922188;0.0524344;1.25706
174;91.3282;0.913282;0.0524344;1.21637
175;91.101;0.91101;0.0524344;1.21637
176;91.064;0.91064;0.0524344;1.178
177;83.4395;0.834395;0.0524344;1.10348
178;79.2884;0.792884;0.0524344;1.0778
179;78.2956;0.782956;0.0524344;1.08462
180;78.7189;0.787189;0.0524344;1.06922
181;75.3745;0.753745;0.0524344;1.06982
182;69.2828;0.692828;0.0524344;1.05416
183;68.2426;0.682426;0.0524344;1.0832
184;67.2496;0.672496;0.0524344;1.05293
