gen#;sumfit;avgfit;minfit;maxfit
1;901.129;9.01129;4.49923;15.0405
2;1135.4;11.354;1.7637;32.5024
3;1097.01;10.9701;1.7637;43.8086
4;1191.04;11.9104;1.61316;66.7792
5;1148.9;11.489;1.06637;55.6539
6;1118.74;11.1874;1.06637;42.2108
7;1066.23;10.6623;1.06637;52.8002
8;905.983;9.05983;1.06637;32.5596
9;834.087;8.34087;1.06637;31.2728
10;759.788;7.59788;1.06637;41.2157
11;730.775;7.30775;1.06637;34.6116
12;726.803;7.26803;1.06637;34.6116
13;719.194;7.19194;1.06637;24.7567
14;745.743;7.45743;1.06637;31.7263
15;783.202;7.83202;1.06637;50.1705
16;816.423;8.16423;1.06637;43.1546
17;885.288;8.85288;1.06637;39.9084
18;829.222;8.29222;1.06637;37.7801
19;725.303;7.25303;1.06637;52.8544
20;703.453;7.03453;1.06637;24.3616
21;642.393;6.42393;1.06637;27.9514
22;667.893;6.67893;1.06637;27.9514
23;641.426;6.41426;1.06637;49.0298
24;549.737;5.49737;1.06637;47.8922
25;539.363;5.39363;1.06637;21.9921
26;518.366;5.18366;1.06637;18.2991
27;496.654;4.96654;1.06637;17.3623
28;448.563;4.48563;1.06637;17.1447
29;417.322;4.17322;1.06637;17.1447
30;370.392;3.70392;1.06637;13.927
31;380.724;3.80724;1.06637;15.3382
32;375.152;3.75152;1.06637;14.4924
33;377.614;3.77614;1.06637;13.8785
34;359.01;3.5901;1.06637;11.4508
35;304.149;3.04149;1.06637;14.3659
36;298.196;2.98196;1.06637;10.0455
37;329.563;3.29563;1.05516;14.7923
38;324.088;3.24088;1.04368;11.3909
39;315.526;3.15526;1.04368;10.2683
40;304.569;3.04569;1.04368;10.2683
41;283.88;2.8388;1.04368;9.13969
42;305.421;3.05421;1.04368;12.3441
43;277.905;2.77905;1.04368;13.6213
44;246.976;2.46976;1.04368;7.23923
45;272.464;2.72464;1.03324;7.74821
46;271.477;2.71477;1.03324;10.261
47;266.096;2.66096;1.03324;12.4813
48;304.197;3.04197;0.958497;15.4406
49;267.368;2.67368;0.958497;9.63602
50;255.895;2.55895;0.958497;11.2818
51;252.744;2.52744;0.958497;9.55491
52;272.192;2.72192;0.958497;9.55491
53;273.023;2.73023;0.958497;10.6255
54;228.198;2.28198;0.958497;6.8812
55;229.525;2.29525;0.958497;9.68433
56;225.286;2.25286;0.942059;5.81344
57;220.95;2.2095;0.942059;7.10699
58;203.374;2.03374;0.942059;5.86409
59;216.357;2.16357;0.942059;6.36199
60;221.484;2.21484;0.942059;6.20804
61;202.706;2.02706;0.942059;7.00292
62;174.763;1.74763;0.942059;4.20882
63;166.413;1.66413;0.942059;4.48922
64;183.787;1.83787;0.942059;5.90181
