gen#;sumfit;avgfit;minfit;maxfit
1;84.1984;42.0992;41.0684;43.1299
2;82.1368;41.0684;41.0684;41.0684
3;202.342;101.171;41.0684;161.274
4;202.342;101.171;41.0684;161.274
5;202.342;101.171;41.0684;161.274
6;202.342;101.171;41.0684;161.274
7;202.427;101.213;41.0684;161.358
8;202.427;101.213;41.0684;161.358
9;102.192;51.0961;11.0067;91.1856
10;102.192;51.0961;11.0067;91.1856
11;102.192;51.0961;11.0067;91.1856
12;102.192;51.0961;11.0067;91.1856
13;102.192;51.0961;11.0067;91.1856
14;41.1597;20.5799;0.0913175;41.0684
15;41.1597;20.5799;0.0913175;41.0684
16;41.1597;20.5799;0.0913175;41.0684
17;41.1597;20.5799;0.0913175;41.0684
18;41.1597;20.5799;0.0913175;41.0684
19;41.1597;20.5799;0.0913175;41.0684
20;41.1597;20.5799;0.0913175;41.0684
21;41.1597;20.5799;0.0913175;41.0684
22;41.1597;20.5799;0.0913175;41.0684
23;41.1597;20.5799;0.0913175;41.0684
24;11.0981;5.54903;0.0913175;11.0067
25;11.0981;5.54903;0.0913175;11.0067
26;11.0981;5.54903;0.0913175;11.0067
27;11.0981;5.54903;0.0913175;11.0067
28;3.57885;1.78942;0.0913175;3.48753
29;1.7079;0.853951;0.0913175;1.61658
30;1.24459;0.622297;0.0913175;1.15328
31;1.13271;0.566357;0.0913175;1.0414
32;1.13271;0.566357;0.0913175;1.0414
33;0.952458;0.476229;0.0913175;0.86114
34;0.442885;0.221443;0.0913175;0.351568
35;0.213118;0.106559;0.0913175;0.121801
36;0.240077;0.120038;0.0765181;0.163559
37;0.307886;0.153943;0.0324783;0.275407
38;0.123796;0.0618979;0.0324783;0.0913175
39;0.0760055;0.0380028;0.0324783;0.0435272
40;0.0657252;0.0328626;0.0324783;0.0332468
41;0.0673477;0.0336739;0.0316657;0.035682
42;0.064144;0.032072;0.0316657;0.0324783
43;0.064144;0.032072;0.0316657;0.0324783
44;0.0634383;0.0317192;0.0316657;0.0317726
45;0.0634811;0.0317406;0.0316443;0.0318368
46;0.06331;0.031655;0.0316443;0.0316657
47;0.307028;0.153514;0.0316443;0.275384
48;0.307028;0.153514;0.0316443;0.275384
49;0.307028;0.153514;0.0316443;0.275384
50;0.307028;0.153514;0.0316443;0.275384
51;0.307028;0.153514;0.0316443;0.275384
52;0.307028;0.153514;0.0316443;0.275384
53;0.307028;0.153514;0.0316443;0.275384
54;0.307028;0.153514;0.0316443;0.275384
55;0.307028;0.153514;0.0316443;0.275384
56;0.0997287;0.0498644;0.0316443;0.0680844
57;0.112225;0.0561123;0.0248014;0.0874232
58;0.112225;0.0561123;0.0248014;0.0874232
59;0.0564457;0.0282228;0.0248014;0.0316443
60;0.0564457;0.0282228;0.0248014;0.0316443
61;0.0622491;0.0311246;0.0218596;0.0403895
62;0.0908912;0.0454456;0.00649124;0.0844
63;0.0312926;0.0156463;0.00649124;0.0248014
64;0.0312926;0.0156463;0.00649124;0.0248014
65;0.0341959;0.017098;0.00649124;0.0277047
66;0.0417211;0.0208606;0.00256462;0.0391565
67;0.0417211;0.0208606;0.00256462;0.0391565
68;0.00905586;0.00452793;0.00256462;0.00649124
69;0.00905586;0.00452793;0.00256462;0.00649124
70;0.00905586;0.00452793;0.00256462;0.00649124
71;0.00905586;0.00452793;0.00256462;0.00649124
72;0.00905586;0.00452793;0.00256462;0.00649124
73;0.00905586;0.00452793;0.00256462;0.00649124
74;0.00512924;0.00256462;0.00256462;0.00256462
75;0.00512924;0.00256462;0.00256462;0.00256462
76;0.0127906;0.00639532;0.00256462;0.010226
77;0.0127906;0.00639532;0.00256462;0.010226
78;0.0127906;0.00639532;0.00256462;0.010226
79;0.0127906;0.00639532;0.00256462;0.010226
80;0.0127906;0.00639532;0.00256462;0.010226
81;0.0165819;0.00829095;0.000641663;0.0159402
82;0.00640444;0.00320222;0.000641663;0.00576278
83;0.00256462;0.00128231;0;0.00256462
1;83.3933;41.6966;37.9336;45.4597
2;120.943;60.4717;19.1585;101.785
3;42.6966;21.3483;19.1585;23.5381
4;56.7839;28.3919;12.1149;44.669
5;60.5469;30.2735;10.2334;50.3135
6;29.3919;14.696;10.2334;19.1585
7;29.3919;14.696;10.2334;19.1585
8;22.1506;11.0753;10.2334;11.9172
9;22.1506;11.0753;10.2334;11.9172
10;39.2281;19.614;1.69468;37.5334
11;39.2281;19.614;1.69468;37.5334
12;11.9281;5.96404;1.69468;10.2334
13;11.9281;5.96404;1.69468;10.2334
14;11.9281;5.96404;1.69468;10.2334
15;11.9281;5.96404;1.69468;10.2334
16;11.9281;5.96404;1.69468;10.2334
17;11.9281;5.96404;1.69468;10.2334
