gen#;sumfit;avgfit;minfit;maxfit
1;2184.35;43.687;35.0798;56.1163
2;2985.14;59.7029;17.0784;125.805
3;3386;67.72;8.54178;268.409
4;3432.77;68.6554;8.54178;254.942
5;3047.15;60.943;7.87839;268.409
6;3037.65;60.7529;7.87839;246.36
7;2756.78;55.1356;7.87839;146.38
8;3495.06;69.9012;7.87839;355.43
9;3317.34;66.3468;7.35657;283.698
10;3468.48;69.3697;5.05084;594.486
11;3190.47;63.8094;5.05084;263.906
12;3221.11;64.4221;5.05084;352.775
13;3651.48;73.0297;5.05084;352.775
14;3408.63;68.1727;5.05084;335.997
15;3185.26;63.7052;5.05084;258.713
16;2939.06;58.7813;5.05084;225.655
17;2748.25;54.9651;5.05084;219.219
18;2574.87;51.4973;3.68548;198.597
19;2522.45;50.4489;3.68548;244.912
20;2127.32;42.5463;3.68548;198.597
21;1996.73;39.9346;3.68548;150.949
22;1835.13;36.7026;3.68548;148.563
23;1766.06;35.3212;3.68548;138.681
24;1681.09;33.6218;3.68548;138.681
25;1482;29.64;2.73727;131.871
26;1210.69;24.2138;2.73727;104.619
27;1233.76;24.6753;2.73727;92.4806
28;1216.34;24.3267;2.73727;92.4806
29;1154.22;23.0844;2.73727;74.275
30;1272.9;25.4581;2.73727;90.0177
31;1221.52;24.4305;2.73727;80.6208
32;1348.37;26.9674;2.73727;118.723
33;1159.57;23.1913;2.73727;124.373
34;1037.83;20.7565;2.63427;85.3777
35;1240.83;24.8167;2.63427;123.56
36;869.167;17.3833;2.63427;51.1463
37;935.458;18.7092;2.07718;91.3195
38;896.08;17.9216;2.07718;95.2916
39;707.343;14.1469;2.07718;50.1833
40;645.826;12.9165;2.07718;50.1833
41;646.428;12.9286;1.89342;71.8277
42;646.186;12.9237;1.89342;44.0943
43;648.105;12.9621;1.89342;50.5958
44;615.249;12.305;1.89342;35.1828
45;576.136;11.5227;1.55772;48.4818
46;509.965;10.1993;1.55772;42.9085
47;496.052;9.92105;1.33325;35.014
48;467.707;9.35415;1.33325;30.9054
49;396.861;7.93722;1.33325;30.2317
50;431.486;8.62971;1.33325;29.1576
51;445.917;8.91834;1.33325;32.6299
52;413.901;8.27802;1.33325;25.4954
53;458.938;9.17876;1.33325;56.6399
54;459.546;9.19092;1.33325;39.351
55;451.24;9.02479;1.33325;53.7146
56;378.116;7.56232;1.33325;25.3264
57;340.094;6.80189;1.33325;23.6282
58;255.017;5.10033;1.33325;15.4793
59;222.335;4.4467;1.33325;15.6947
60;210.033;4.20067;1.33325;13.5115
61;197.646;3.95293;1.33325;11.7594
62;217.716;4.35432;1.26576;13.5115
63;216.732;4.33464;1.20436;21.6335
64;207;4.14;1.20436;21.2506
65;224.194;4.48389;1.20436;19.0912
66;197.158;3.94315;1.20436;11.4311
67;169.793;3.39586;1.20436;11.5857
68;167.355;3.34709;1.20436;12.1438
69;158.797;3.17593;1.17083;8.91195
70;152.134;3.04269;1.17083;8.73507
71;162.25;3.245;1.17083;10.7815
72;147.656;2.95313;1.17083;10.2214
73;139.245;2.78489;1.03533;7.8393
74;130.148;2.60297;1.03533;7.32492
75;108.399;2.16797;1.03533;5.35347
76;99.0091;1.98018;1.03533;6.80741
77;91.9151;1.8383;1.03533;5.35347
78;87.2468;1.74494;1.03533;4.32096
79;95.1401;1.9028;1.02982;4.81902
80;94.9005;1.89801;1.02982;5.45099
81;90.12;1.8024;1.02982;3.50933
82;91.6511;1.83302;0.98205;4.37943
83;85.6644;1.71329;0.98205;3.32458
84;86.4464;1.72893;0.98205;4.37943
85;86.0262;1.72052;0.98205;7.01975
86;76.7258;1.53452;0.98205;3.32128
87;79.4329;1.58866;0.940743;4.3661
88;84.7564;1.69513;0.829138;8.38384
89;79.3127;1.58625;0.829138;2.89415
90;73.8982;1.47796;0.829138;2.89415
91;66.9744;1.33949;0.829138;2.41079
92;64.4542;1.28908;0.829138;2.11634
93;61.5846;1.23169;0.829138;1.69845
94;61.1714;1.22343;0.829138;2.1808
95;59.8027;1.19605;0.829138;1.75145
96;57.7553;1.15511;0.829138;1.52227
97;58.2532;1.16506;0.816297;1.86787
98;55.5712;1.11142;0.816297;1.40463
99;55.8823;1.11765;0.816297;1.36558
100;55.0093;1.10019;0.212628;1.36999
101;54.706;1.09412;0.212628;1.37741
102;54.3843;1.08769;0.212628;1.35623
103;54.7616;1.09523;0.212628;1.88653
104;55.1023;1.10205;0.212628;2.21151
105;52.5541;1.05108;0.212628;1.5808
106;53.127;1.06254;0.212628;1.60587
107;52.6147;1.05229;0.212628;1.21787
108;50.7944;1.01589;0.212628;1.28119
109;50.0823;1.00165;0.212628;1.30373
110;50.1047;1.00209;0.212628;1.32415
111;49.7117;0.994234;0.212628;1.26117
112;49.7885;0.995769;0.212628;1.25181
113;49.8319;0.996638;0.212628;1.23882
114;48.6399;0.972798;0.212628;1.18723
115;48.5079;0.970158;0.212628;1.15331
116;49.6551;0.993101;0.212628;1.20223
117;49.0931;0.981862;0.212628;1.19931
118;49.4404;0.988807;0.212628;1.19931
119;50.5105;1.01021;0.212628;1.18711
120;51.2152;1.0243;0.212628;1.19261
121;50.9111;1.01822;0.212628;1.20032
122;50.1307;1.00261;0.212628;1.2055
