gen#;sumfit;avgfit;minfit;maxfit
1;125.629;2.51258;0.154532;5.58875
2;128.821;2.57642;0.154532;11.4762
3;111.824;2.23648;0.129139;7.54087
4;86.6341;1.73268;0.129139;4.21961
5;81.2405;1.62481;0.129139;4.21961
6;83.1281;1.66256;0.129139;4.42517
7;80.1978;1.60396;0.0862616;4.27368
8;71.8832;1.43766;0.0862616;3.48898
9;78.9858;1.57972;0.0862616;4.10641
10;69.1419;1.38284;0.0862616;3.69682
11;61.5297;1.23059;0.0862616;2.33235
12;59.0906;1.18181;0.0862616;2.54696
13;57.9896;1.15979;0.0862616;2.61845
14;60.2042;1.20408;0.0862616;3.00258
15;55.6023;1.11205;0.0427201;2.11075
16;55.073;1.10146;0.0427201;2.26715
17;52.7491;1.05498;0.00760429;2.09874
18;56.6765;1.13353;0.00760429;1.91061
19;58.8675;1.17735;0.00760429;2.16916
20;55.2046;1.10409;0.00760429;1.88363
21;47.7852;0.955704;0.00760429;1.85873
22;58.7949;1.1759;0.00760429;3.29565
23;55.1432;1.10286;0.00760429;2.48354
24;51.9617;1.03923;0.00760429;1.69644
25;50.9555;1.01911;0.00760429;1.92143
26;46.7192;0.934385;0.00760429;2.78489
27;50.4706;1.00941;0.00760429;4.26494
28;47.062;0.941241;0.00760429;1.8761
29;50.4798;1.0096;0.00760429;1.82605
30;52.0851;1.0417;0.00760429;3.30196
31;49.5671;0.991343;0.00760429;2.20763
32;47.8225;0.956451;0.00760429;2.33625
33;46.8156;0.936311;0.00760429;2.00966
34;45.5095;0.91019;0.00760429;2.01334
35;44.1222;0.882443;0.00760429;1.99096
36;50.664;1.01328;0.00760429;2.13509
37;49.7641;0.995282;0.00760429;2.13509
38;51.1157;1.02231;0.00760429;3.65466
39;61.2167;1.22433;0.00760429;3.65466
40;67.3796;1.34759;0.00760429;3.41322
41;52.2395;1.04479;0.00760429;1.88814
42;47.4113;0.948227;0.00760429;1.80187
43;47.4628;0.949255;0.00760429;2.70521
44;50.3312;1.00662;0.00760429;1.74195
45;45.321;0.906419;0.00760429;2.01536
46;48.2469;0.964938;0.00760429;1.49385
47;50.1781;1.00356;0.00760429;2.15216
48;41.7133;0.834267;0.00760429;2.58787
49;50.3419;1.00684;0.00760429;2.58787
50;54.255;1.0851;0.00760429;2.36209
51;54.5908;1.09182;0.00760429;2.2892
52;50.3544;1.00709;0.00760429;1.86389
53;53.9747;1.07949;0.00760429;4.87531
54;46.6556;0.933112;0.00760429;1.85514
55;52.6996;1.05399;0.00760429;2.2789
56;69.468;1.38936;0.00760429;2.64577
57;59.6737;1.19347;0.00760429;2.48793
58;54.2912;1.08582;0.00760429;3.25225
59;53.6372;1.07274;0.00760429;3.01642
60;54.8641;1.09728;0.00760429;4.50352
61;50.7364;1.01473;0.00760429;2.02568
62;53.0016;1.06003;0.00760429;2.14971
63;55.3113;1.10623;0.00760429;2.1442
64;45.6995;0.913991;0.00760429;2.06514
65;47.1657;0.943315;0.00760429;2.06514
66;48.5659;0.971317;0.00760429;2.06534
67;51.5015;1.03003;0.00760429;1.87533
68;46.7892;0.935784;0.00760429;2.66165
69;44.6654;0.893309;0.00760429;2.09254
70;53.3953;1.06791;0.00760429;2.00591
71;47.0175;0.940351;0.00760429;1.88341
72;51.598;1.03196;0.00760429;1.98505
73;54.7571;1.09514;0.00760429;2.10106
74;43.5662;0.871323;0.00760429;1.82185
75;51.7093;1.03419;0.00760429;1.88281
76;49.7486;0.994973;0.00760429;1.91481
77;48.3259;0.966517;0.00760429;1.89796
78;48.4304;0.968607;0.00760429;1.97551
79;54.0752;1.0815;0.00760429;2.02569
80;57.4305;1.14861;0.00760429;2.06641
81;54.1191;1.08238;0.00760429;2.39838
82;56.372;1.12744;0.00760429;1.911
83;48.6246;0.972491;0.00760429;1.81295
84;47.7422;0.954843;0.00760429;2.14002
85;48.1409;0.962818;0.00760429;2.52547
86;48.0733;0.961467;0.00760429;1.80298
87;57.005;1.1401;0.00760429;2.02552
88;59.2089;1.18418;0.00760429;2.6956
89;53.2909;1.06582;0.00760429;2.09726
90;48.6006;0.972012;0.00760429;1.88898
91;54.05;1.081;0.00760429;2.40174
92;52.3593;1.04719;0.00760429;2.15577
93;52.536;1.05072;0.00760429;2.15577
94;54.0131;1.08026;0.00760429;2.02148
95;53.2847;1.06569;0.00760429;1.9862
96;56.7275;1.13455;0.00760429;3.94437
97;57.275;1.1455;0.00760429;3.37179
98;62.505;1.2501;0.00760429;2.39357
99;68.506;1.37012;0.00760429;6.19411
100;64.6629;1.29326;0;4.86865
1;124.512;2.49024;0.348203;6.2136
2;115.719;2.31437;0.348203;6.33686
3;105.968;2.11935;0.348203;8.37623
4;98.4275;1.96855;0.348203;5.56041
5;96.7492;1.93498;0.0910634;5.46914
6;99.5241;1.99048;0.0910634;5.43335
7;81.4967;1.62993;0.0910634;4.90434
8;68.1712;1.36342;0.0910634;2.9251
9;69.3617;1.38723;0.0910634;4.04991
10;56.7889;1.13578;0.0910634;2.8243
11;57.3976;1.14795;0.0910634;2.81443
12;63.8474;1.27695;0.0910634;2.77813
13;62.2894;1.24579;0.0910634;3.30398
14;64.1871;1.28374;0.0248541;3.30398
15;66.1013;1.32203;0.0248541;2.89939
16;59.8091;1.19618;0.0248541;2.48192
17;53.5921;1.07184;0.0248541;2.40199
18;57.2684;1.14537;0.0248541;2.22955
19;59.9931;1.19986;0.0248541;3.16231
20;56.6617;1.13323;0.0248541;3.16231
21;58.2809;1.16562;0.0248541;2.13899
22;61.3993;1.22799;0.0248541;3.57497
23;60.7238;1.21448;0.0248541;2.55917
24;53.7009;1.07402;0.0248541;2.30641
25;59.4863;1.18973;0.0248541;3.66496
26;60.5065;1.21013;0.0248541;3.56492
27;59.0284;1.18057;0.0248541;3.23674
28;64.3672;1.28734;0.0248541;3.2245
29;73.3605;1.46721;0.0248541;6.11495
30;75.9335;1.51867;0.0248541;6.11495
31;65.5881;1.31176;0.0248541;3.95402
32;64.8979;1.29796;0.0248541;3.62695
33;56.0936;1.12187;0.0248541;2.4331
34;59.866;1.19732;0.0248541;2.42213
35;55.1755;1.10351;0.0248541;2.10136
36;46.9534;0.939068;0.0248541;2.0736
37;54.2275;1.08455;0.0248541;2.4949
38;57.5165;1.15033;0.0248541;2.37591
39;56.5784;1.13157;0.0248541;2.21349
40;57.533;1.15066;0.0248541;2.04021
41;52.9759;1.05952;0.0248541;2.54276
42;57.5433;1.15087;0.0248541;3.55224
43;48.438;0.96876;0.0248541;2.90696
44;56.5042;1.13008;0.0100054;2.75017
45;50.1157;1.00231;0.0100054;2.75017
46;53.819;1.07638;0.0100054;2.25335
47;52.0209;1.04042;0.0100054;2.11581
48;53.7492;1.07498;0.0100054;2.2488
49;49.9299;0.998597;0.0100054;2.10686
50;52.6176;1.05235;0.0100054;1.98846
51;55.9956;1.11991;0.0100054;2.3756
52;50.9087;1.01817;0.0100054;2.16191
53;50.0736;1.00147;0.0100054;1.81369
54;44.3587;0.887174;0.0100054;1.81369
55;43.0803;0.861605;0.0100054;1.95406
56;51.6434;1.03287;0.0100054;2.67744
57;45.6761;0.913522;0.0100054;1.66594
58;42.1415;0.84283;0.0100054;1.6004
59;52.9545;1.05909;0.0100054;1.9871
60;45.8224;0.916449;0.0100054;1.55479
61;43.3249;0.866498;0.0100054;1.78577
62;43.6331;0.872663;0.0100054;1.71803
63;45.2151;0.904302;0.0100054;1.61966
64;44.8176;0.896351;0.0100054;1.66916
65;40.4479;0.808958;0.0100054;1.91951
66;50.6876;1.01375;0.0100054;2.00616
67;47.5042;0.950084;0.0100054;1.8911
68;49.0188;0.980377;0.0100054;1.88433
69;50.3913;1.00783;0.0100054;2.74378
70;54.5365;1.09073;0.0100054;2.74378
71;53.2063;1.06413;0.0100054;2.21292
72;65.5884;1.31177;0.0100054;7.23805
73;52.7617;1.05523;0.0100054;2.51903
74;49.3676;0.987351;0.0100054;1.95782
75;59.1035;1.18207;0.0100054;2.35275
76;62.0035;1.24007;0.0100054;2.49446
77;60.926;1.21852;0.0100054;2.83972
78;64.9576;1.29915;0.0100054;2.28607
79;66.8;1.336;0.0100054;2.14807
80;70.5831;1.41166;0.0100054;3.56052
81;79.9657;1.59931;0.0100054;7.93234
82;77.2327;1.54465;0.0100054;7.72871
83;60.6069;1.21214;0.0100054;3.12335
84;69.0883;1.38177;0.0100054;3.48311
85;64.2232;1.28446;0.0100054;3.12335
86;58.4878;1.16976;0.0100054;2.44172
87;64.0832;1.28166;0.0100054;2.89604
88;63.4665;1.26933;0.0100054;3.05958
89;61.0683;1.22137;0.0100054;3.14278
90;53.2521;1.06504;0.0100054;2.88683
91;59.6979;1.19396;0.0100054;2.43571
92;50.7644;1.01529;0.0100054;2.43571
93;50.4909;1.00982;0.0100054;1.80783
94;50.4285;1.00857;0.0100054;2.90001
95;58.2418;1.16484;0.0100054;2.85925
96;60.4173;1.20835;0.0100054;2.47766
97;57.9404;1.15881;0.0100054;2.47766
98;54.7989;1.09598;0.0100054;3.0669
99;46.224;0.924479;0.0100054;1.82972
100;47.9345;0.95869;0.0100054;1.96973
101;49.7538;0.995076;0.0100054;1.96105
102;52.9258;1.05852;0.0100054;1.87238
103;53.0498;1.061;0.0100054;2.39092
104;56.6864;1.13373;0.0100054;3.35082
105;64.1682;1.28336;0.0100054;3.92678
106;56.9002;1.138;0.0100054;2.13239
107;49.4205;0.988411;0.0100054;1.8347
108;57.0533;1.14107;0.0100054;2.05
109;54.9008;1.09802;0.0100054;2.4908
110;57.1619;1.14324;0.0100054;1.99567
111;55.9079;1.11816;0.0100054;2.31883
112;52.5725;1.05145;0.0100054;2.35424
113;55.3758;1.10752;0.0100054;2.00079
114;52.8994;1.05799;0.0100054;2.31112
115;51.2402;1.0248;0.0100054;2.10809
116;51.3709;1.02742;0.0100054;1.87794
117;54.6358;1.09272;0.0100054;1.86136
118;47.2109;0.944218;0.0100054;1.83275
119;52.6519;1.05304;0.0100054;2.97116
120;54.4587;1.08917;0.0100054;2.97116
121;52.3456;1.04691;0.0100054;2.49304
122;49.2598;0.985196;0.0100054;2.25632
123;55.7982;1.11596;0.0100054;2.25821
124;60.1554;1.20311;0.0100054;2.32802
125;53.1704;1.06341;0.0100054;2.28659
126;56.9995;1.13999;0.0100054;2.23235
127;58.5115;1.17023;0.0100054;2.55772
128;52.7487;1.05497;0.0100054;2.23235
129;52.0188;1.04038;0.0100054;2.09602
130;57.3379;1.14676;0.0100054;2.36285
131;50.3861;1.00772;0.0100054;2.00328
132;54.0381;1.08076;0.0100054;2.2762
133;55.3691;1.10738;0.0100054;2.08929
134;54.5044;1.09009;0.0100054;1.8344
135;58.3704;1.16741;0.0100054;1.95741
136;59.926;1.19852;0.0100054;2.7156
137;61.0055;1.22011;0.0100054;2.01995
138;58.2163;1.16433;0.0100054;2.50179
139;63.2365;1.26473;0.0100054;2.52385
140;61.3223;1.22645;0.0100054;2.41927
141;54.9824;1.09965;0.0100054;3.85743
142;57.8302;1.1566;0.0100054;3.23221
143;56.5094;1.13019;0.0100054;2.29666
144;56.3726;1.12745;0.0100054;2.14399
145;61.5405;1.23081;0.0100054;2.14399
146;55.0852;1.1017;0.0100054;2.48338
147;50.7878;1.01576;0.0100054;2.6471
148;53.2516;1.06503;0.0100054;2.3054
149;61.0722;1.22144;0.0100054;2.34647
150;60.7795;1.21559;0.0100054;2.42036
151;57.5179;1.15036;0.0100054;3.26091
152;52.8911;1.05782;0.0100054;2.13932
153;53.2927;1.06585;0.0100054;2.10076
154;45.4341;0.908683;0.0100054;2.13626
155;46.5581;0.931162;0.0100054;2.52482
156;46.0322;0.920645;0.0100054;1.93232
157;47.6338;0.952675;0.0100054;2.01304
158;50.7857;1.01571;0.0100054;2.35283
159;53.7798;1.0756;0.0100054;1.85069
160;48.1599;0.963198;0.0100054;2.07332
161;48.5073;0.970146;0.0100054;2.07332
162;48.2466;0.964932;0.0100054;1.79191
163;53.7556;1.07511;0.0100054;2.17929
164;54.325;1.0865;0.0100054;2.19649
165;55.561;1.11122;0.0100054;2.19649
166;59.6019;1.19204;0.0100054;2.3795
167;57.9163;1.15833;0.0100054;3.11323
168;51.2442;1.02488;0.0100054;3.36433
169;50.809;1.01618;0.0100054;2.24293
170;59.3331;1.18666;0.0100054;3.39675
171;59.3624;1.18725;0.0100054;2.59216
172;54.3836;1.08767;0.0100054;2.86434
173;66.9712;1.33942;0.0100054;2.8946
174;52.7978;1.05596;0.0100054;2.15254
175;56.0505;1.12101;0.0100054;2.43839
176;62.4457;1.24891;0.0100054;2.05564
177;48.2904;0.965808;0.0100054;1.97491
178;50.0045;1.00009;0.0100054;2.0364
179;47.1223;0.942445;0.0100054;2.41502
180;49.82;0.996399;0.0100054;2.23749
181;50.1553;1.00311;0.0100054;1.90407
182;54.5973;1.09195;0.0100054;3.67164
183;52.9767;1.05953;0.0100054;2.77749
184;48.8401;0.976801;0.0100054;2.77749
185;56.7526;1.13505;0.0100054;2.4546
186;65.5022;1.31004;0.0100054;2.81296
187;62.5947;1.25189;0.0100054;3.08184
188;67.8464;1.35693;0.0100054;3.37013
189;68.689;1.37378;0.0100054;3.87574
190;61.9477;1.23895;0.0100054;3.87574
191;75.3443;1.50689;0.0100054;4.3807
192;73.7608;1.47522;0.0100054;4.3807
193;67.7228;1.35446;0.0100054;2.87551
194;75.8039;1.51608;0.0100054;5.00848
195;74.6158;1.49232;0.0100054;4.22207
196;64.307;1.28614;0.0100054;3.73388
197;65.0557;1.30111;0.0100054;3.45494
198;55.4493;1.10899;0.0100054;2.18519
199;60.9159;1.21832;0.0100054;2.33045
200;60.3367;1.20673;0.0100054;3.50596
201;61.7835;1.23567;0.0100054;3.03206
202;59.4394;1.18879;0.0100054;2.84008
203;57.3316;1.14663;0.0100054;3.13293
204;55.2111;1.10422;0.0100054;2.4581
205;56.3585;1.12717;0.0100054;2.27497
206;52.5453;1.05091;0.0100054;1.78142
207;59.2091;1.18418;0.0100054;2.24599
208;61.9963;1.23993;0.0100054;3.82885
209;63.3374;1.26675;0.0100054;3.3871
210;65.0807;1.30161;0.0100054;3.3871
211;58.146;1.16292;0.0100054;2.55182
212;47.8525;0.957049;0.0100054;2.38942
213;54.4098;1.0882;0.0100054;2.38942
214;58.5766;1.17153;0.0100054;2.38942
